age,income_bracket,financial_goals,age_bracket,debt_level,savings_rate,investment_experience,financial_stress_level,programId,title,PCA1,PCA2,combined_features
36.0,Low,Retirement,Middle-aged,Medium,High,Beginner,High,97,Treasury Mastery,0.53,0.04,"Low, Retirement, Middle-aged, Medium, High, Beginner, High 0.53 0.04"
53.0,Unknown,Emergency Fund,Older,Medium,Low,Intermediate,Unknown,19,Smart Planner,-0.39,0.54,"Unknown, Emergency Fund, Older, Medium, Low, Intermediate, Unknown -0.39 0.54"
48.0,Medium,"Emergency Fund, Debt Freedom",Middle-aged,Medium,High,Intermediate,Medium,26,Journey Select,-0.17,0.22,"Medium, Emergency Fund, Debt Freedom, Middle-aged, Medium, High, Intermediate, Medium -0.17 0.22"
43.0,Medium,"Retirement, Emergency Fund",Middle-aged,Medium,Unknown,Beginner,Medium,50,Academy Essential,-0.04,0.03,"Medium, Retirement, Emergency Fund, Middle-aged, Medium, Unknown, Beginner, Medium -0.04 0.03"
49.0,High,"Investment Growth, Debt Freedom",Older,Medium,Unknown,Beginner,Low,14,Cash Guide,-0.26,0.14,"High, Investment Growth, Debt Freedom, Older, Medium, Unknown, Beginner, Low -0.26 0.14"
49.0,High,"Investment Growth, Debt Freedom",Older,Medium,Unknown,Beginner,Low,92,Budget Foundation Pro,0.44,0.06,"High, Investment Growth, Debt Freedom, Older, Medium, Unknown, Beginner, Low 0.44 0.06"
49.0,High,"Investment Growth, Debt Freedom",Older,Medium,Unknown,Beginner,Low,37,Strategy Supreme,-0.12,0.21,"High, Investment Growth, Debt Freedom, Older, Medium, Unknown, Beginner, Low -0.12 0.21"
49.0,High,"Investment Growth, Debt Freedom",Older,Medium,Unknown,Beginner,Low,36,Asset Success Premium,-0.23,-0.36,"High, Investment Growth, Debt Freedom, Older, Medium, Unknown, Beginner, Low -0.23 -0.36"
,Unknown,"Retirement, Emergency Fund",Unknown,Unknown,Unknown,Unknown,Unknown,38,Strategy,0.01,-0.02,"Unknown, Retirement, Emergency Fund, Unknown, Unknown, Unknown, Unknown, Unknown 0.01 -0.02"
46.0,Medium,Unknown,Middle-aged,Medium,Low,Intermediate,Medium,92,Budget Foundation Pro,0.44,0.06,"Medium, Unknown, Middle-aged, Medium, Low, Intermediate, Medium 0.44 0.06"
25.0,High,Investment Growth,Young,Unknown,Unknown,Unknown,Unknown,29,Economic Planner Unlimited,-0.2,0.11,"High, Investment Growth, Young, Unknown, Unknown, Unknown, Unknown -0.2 0.11"
51.0,Medium,Retirement,Older,Unknown,Unknown,Unknown,Unknown,78,Wealth Blueprint,0.32,-0.22,"Medium, Retirement, Older, Unknown, Unknown, Unknown, Unknown 0.32 -0.22"
41.0,Medium,Retirement,Middle-aged,Unknown,High,Intermediate,Low,25,Prosper Journey,-0.22,0.33,"Medium, Retirement, Middle-aged, Unknown, High, Intermediate, Low -0.22 0.33"
43.0,High,"Retirement, Debt Freedom",Middle-aged,Unknown,High,Intermediate,Medium,82,Thrive Builder,0.23,-0.03,"High, Retirement, Debt Freedom, Middle-aged, Unknown, High, Intermediate, Medium 0.23 -0.03"
30.0,Low,Investment Growth,Young,Medium,High,Intermediate,Medium,76,Smart Vision Premium,0.35,-0.06,"Low, Investment Growth, Young, Medium, High, Intermediate, Medium 0.35 -0.06"
36.0,High,"Retirement, Debt Freedom",Middle-aged,Low,Low,Intermediate,Unknown,30,Prosper Foundation Prime,-0.4,-0.5,"High, Retirement, Debt Freedom, Middle-aged, Low, Low, Intermediate, Unknown -0.4 -0.5"
30.0,High,Debt Freedom,Young,High,Unknown,Intermediate,Low,23,Fortune Success Pro,-0.22,-0.08,"High, Debt Freedom, Young, High, Unknown, Intermediate, Low -0.22 -0.08"
34.0,Low,"Investment Growth, Debt Freedom",Middle-aged,Unknown,High,Beginner,High,89,Savvy Builder Essential,0.59,0.07,"Low, Investment Growth, Debt Freedom, Middle-aged, Unknown, High, Beginner, High 0.59 0.07"
46.0,Unknown,Debt Freedom,Middle-aged,Unknown,Low,Intermediate,High,72,Secure Advantage,0.3,0.2,"Unknown, Debt Freedom, Middle-aged, Unknown, Low, Intermediate, High 0.3 0.2"
26.0,High,"Debt Freedom, Investment Growth",Young,Unknown,Unknown,Unknown,Unknown,92,Budget Foundation Pro,0.44,0.06,"High, Debt Freedom, Investment Growth, Young, Unknown, Unknown, Unknown, Unknown 0.44 0.06"
51.0,Low,"Investment Growth, Emergency Fund",Older,High,High,Intermediate,Medium,89,Savvy Builder Essential,0.59,0.07,"Low, Investment Growth, Emergency Fund, Older, High, High, Intermediate, Medium 0.59 0.07"
32.0,Low,Emergency Fund,Young,High,Low,Intermediate,High,47,Success,-0.07,0.15,"Low, Emergency Fund, Young, High, Low, Intermediate, High -0.07 0.15"
43.0,High,Retirement,Middle-aged,High,Medium,Intermediate,High,41,Wealth Solutions Ultra,-0.07,0.16,"High, Retirement, Middle-aged, High, Medium, Intermediate, High -0.07 0.16"
27.0,Low,"Emergency Fund, Investment Growth",Young,Low,Medium,Intermediate,Medium,56,Insights Select,0.02,-0.02,"Low, Emergency Fund, Investment Growth, Young, Low, Medium, Intermediate, Medium 0.02 -0.02"
27.0,Low,"Emergency Fund, Investment Growth",Young,Low,Medium,Intermediate,Medium,36,Asset Success Premium,-0.23,-0.36,"Low, Emergency Fund, Investment Growth, Young, Low, Medium, Intermediate, Medium -0.23 -0.36"
43.0,High,"Investment Growth, Emergency Fund",Middle-aged,Low,Low,Beginner,Unknown,17,Insights,-0.19,0.07,"High, Investment Growth, Emergency Fund, Middle-aged, Low, Low, Beginner, Unknown -0.19 0.07"
26.0,Medium,Debt Freedom,Young,High,Low,Beginner,High,86,Dollar Solutions Advanced,0.3,-0.0,"Medium, Debt Freedom, Young, High, Low, Beginner, High 0.3 -0.0"
39.0,Medium,"Emergency Fund, Retirement",Middle-aged,Medium,High,Beginner,Unknown,92,Budget Foundation Pro,0.44,0.06,"Medium, Emergency Fund, Retirement, Middle-aged, Medium, High, Beginner, Unknown 0.44 0.06"
43.0,Low,"Investment Growth, Retirement",Middle-aged,Medium,High,Beginner,Unknown,95,Fortune Planner,0.48,-0.15,"Low, Investment Growth, Retirement, Middle-aged, Medium, High, Beginner, Unknown 0.48 -0.15"
44.0,Unknown,Unknown,Middle-aged,Low,High,Beginner,Low,8,Future Blueprint Advanced,-0.49,0.09,"Unknown, Unknown, Middle-aged, Low, High, Beginner, Low -0.49 0.09"
38.0,High,Debt Freedom,Middle-aged,Low,Low,Beginner,High,9,Economic Success Prime,-0.43,-0.09,"High, Debt Freedom, Middle-aged, Low, Low, Beginner, High -0.43 -0.09"
39.0,Low,Debt Freedom,Middle-aged,High,High,Beginner,Medium,26,Journey Select,-0.17,0.22,"Low, Debt Freedom, Middle-aged, High, High, Beginner, Medium -0.17 0.22"
41.0,Medium,"Retirement, Emergency Fund",Middle-aged,Medium,Medium,Intermediate,Low,75,Mastery,0.26,0.21,"Medium, Retirement, Emergency Fund, Middle-aged, Medium, Medium, Intermediate, Low 0.26 0.21"
52.0,High,Emergency Fund,Older,Low,Medium,Beginner,Low,75,Mastery,0.26,0.21,"High, Emergency Fund, Older, Low, Medium, Beginner, Low 0.26 0.21"
52.0,High,Emergency Fund,Older,Low,Medium,Beginner,Low,18,Budget System,-0.23,0.14,"High, Emergency Fund, Older, Low, Medium, Beginner, Low -0.23 0.14"
52.0,High,Emergency Fund,Older,Low,Medium,Beginner,Low,33,Thrive Insights Deluxe,-0.27,-0.45,"High, Emergency Fund, Older, Low, Medium, Beginner, Low -0.27 -0.45"
53.0,Low,"Emergency Fund, Investment Growth",Older,High,Medium,Intermediate,Unknown,66,Dollar Academy Ultra,0.06,-0.36,"Low, Emergency Fund, Investment Growth, Older, High, Medium, Intermediate, Unknown 0.06 -0.36"
42.0,High,"Investment Growth, Retirement",Middle-aged,Medium,Medium,Beginner,Medium,72,Secure Advantage,0.3,0.2,"High, Investment Growth, Retirement, Middle-aged, Medium, Medium, Beginner, Medium 0.3 0.2"
30.0,High,"Debt Freedom, Investment Growth",Young,Unknown,High,Beginner,Low,20,Equity Strategy Platinum,-0.38,0.44,"High, Debt Freedom, Investment Growth, Young, Unknown, High, Beginner, Low -0.38 0.44"
46.0,High,"Debt Freedom, Investment Growth",Middle-aged,Unknown,Unknown,Unknown,Unknown,89,Savvy Builder Essential,0.59,0.07,"High, Debt Freedom, Investment Growth, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.59 0.07"
30.0,Medium,"Debt Freedom, Emergency Fund",Young,Unknown,Unknown,Unknown,Unknown,44,Budget Solutions Master,0.06,0.11,"Medium, Debt Freedom, Emergency Fund, Young, Unknown, Unknown, Unknown, Unknown 0.06 0.11"
39.0,High,Debt Freedom,Middle-aged,Unknown,Unknown,Unknown,Unknown,12,Economic Solutions Total,-0.38,0.17,"High, Debt Freedom, Middle-aged, Unknown, Unknown, Unknown, Unknown -0.38 0.17"
30.0,Low,Investment Growth,Young,Medium,High,Intermediate,Low,15,Path,-0.31,0.02,"Low, Investment Growth, Young, Medium, High, Intermediate, Low -0.31 0.02"
54.0,High,"Emergency Fund, Investment Growth",Older,High,High,Beginner,Unknown,23,Fortune Success Pro,-0.22,-0.08,"High, Emergency Fund, Investment Growth, Older, High, High, Beginner, Unknown -0.22 -0.08"
54.0,High,"Emergency Fund, Investment Growth",Older,High,High,Beginner,Unknown,91,Future Blueprint Unlimited,0.38,0.11,"High, Emergency Fund, Investment Growth, Older, High, High, Beginner, Unknown 0.38 0.11"
55.0,High,"Retirement, Emergency Fund",Older,Unknown,High,Intermediate,High,86,Dollar Solutions Advanced,0.3,-0.0,"High, Retirement, Emergency Fund, Older, Unknown, High, Intermediate, High 0.3 -0.0"
26.0,High,Debt Freedom,Young,High,Low,Intermediate,Medium,59,Cash Strategy Supreme,0.0,-0.36,"High, Debt Freedom, Young, High, Low, Intermediate, Medium 0.0 -0.36"
49.0,Low,"Emergency Fund, Investment Growth",Older,High,Low,Intermediate,Medium,72,Secure Advantage,0.3,0.2,"Low, Emergency Fund, Investment Growth, Older, High, Low, Intermediate, Medium 0.3 0.2"
45.0,Low,Retirement,Middle-aged,High,Low,Beginner,High,54,Thrive Solutions,0.11,0.05,"Low, Retirement, Middle-aged, High, Low, Beginner, High 0.11 0.05"
33.0,Medium,Investment Growth,Middle-aged,Medium,Medium,Beginner,Unknown,87,Foundation,0.34,-0.18,"Medium, Investment Growth, Middle-aged, Medium, Medium, Beginner, Unknown 0.34 -0.18"
31.0,High,"Debt Freedom, Emergency Fund",Young,Low,Medium,Intermediate,Medium,71,Freedom Foundation Expert,0.34,0.08,"High, Debt Freedom, Emergency Fund, Young, Low, Medium, Intermediate, Medium 0.34 0.08"
31.0,High,"Debt Freedom, Emergency Fund",Young,Low,Medium,Intermediate,Medium,35,Equity Advantage,-0.14,-0.01,"High, Debt Freedom, Emergency Fund, Young, Low, Medium, Intermediate, Medium -0.14 -0.01"
41.0,Low,"Retirement, Investment Growth",Middle-aged,Medium,Medium,Intermediate,Low,46,Fortune Planner Unlimited,-0.13,0.48,"Low, Retirement, Investment Growth, Middle-aged, Medium, Medium, Intermediate, Low -0.13 0.48"
48.0,Unknown,"Emergency Fund, Retirement",Middle-aged,Medium,Low,Intermediate,High,35,Equity Advantage,-0.14,-0.01,"Unknown, Emergency Fund, Retirement, Middle-aged, Medium, Low, Intermediate, High -0.14 -0.01"
34.0,Low,"Investment Growth, Retirement",Middle-aged,Low,High,Intermediate,Medium,12,Economic Solutions Total,-0.38,0.17,"Low, Investment Growth, Retirement, Middle-aged, Low, High, Intermediate, Medium -0.38 0.17"
34.0,Low,"Investment Growth, Retirement",Middle-aged,Low,High,Intermediate,Medium,14,Cash Guide,-0.26,0.14,"Low, Investment Growth, Retirement, Middle-aged, Low, High, Intermediate, Medium -0.26 0.14"
41.0,Medium,Retirement,Middle-aged,High,Low,Beginner,Low,67,Budget Success Premium,-0.09,-1.02,"Medium, Retirement, Middle-aged, High, Low, Beginner, Low -0.09 -1.02"
48.0,Low,Retirement,Middle-aged,Medium,Low,Beginner,Medium,47,Success,-0.07,0.15,"Low, Retirement, Middle-aged, Medium, Low, Beginner, Medium -0.07 0.15"
55.0,Medium,"Investment Growth, Debt Freedom",Older,Low,Unknown,Beginner,Low,88,Secure Success Total,0.4,-0.09,"Medium, Investment Growth, Debt Freedom, Older, Low, Unknown, Beginner, Low 0.4 -0.09"
38.0,Unknown,"Debt Freedom, Emergency Fund",Middle-aged,High,High,Beginner,Medium,59,Cash Strategy Supreme,0.0,-0.36,"Unknown, Debt Freedom, Emergency Fund, Middle-aged, High, High, Beginner, Medium 0.0 -0.36"
25.0,High,"Debt Freedom, Retirement",Young,Medium,Medium,Intermediate,Medium,15,Path,-0.31,0.02,"High, Debt Freedom, Retirement, Young, Medium, Medium, Intermediate, Medium -0.31 0.02"
27.0,High,"Retirement, Debt Freedom",Young,Low,High,Unknown,Medium,27,Wealth Mastery Expert,-0.3,-0.59,"High, Retirement, Debt Freedom, Young, Low, High, Unknown, Medium -0.3 -0.59"
40.0,High,Retirement,Middle-aged,Medium,Unknown,Beginner,Low,55,Fiscal System Expert,0.1,0.23,"High, Retirement, Middle-aged, Medium, Unknown, Beginner, Low 0.1 0.23"
37.0,Low,"Emergency Fund, Debt Freedom",Middle-aged,Unknown,Unknown,Unknown,Unknown,69,Advantage Pro,0.18,-0.14,"Low, Emergency Fund, Debt Freedom, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.18 -0.14"
40.0,Medium,"Retirement, Emergency Fund",Middle-aged,Medium,Medium,Beginner,Unknown,49,Wealth Navigator,0.1,0.18,"Medium, Retirement, Emergency Fund, Middle-aged, Medium, Medium, Beginner, Unknown 0.1 0.18"
25.0,Low,"Debt Freedom, Retirement",Young,Low,Low,Unknown,Low,94,Equity Mastery Total,0.41,-0.82,"Low, Debt Freedom, Retirement, Young, Low, Low, Unknown, Low 0.41 -0.82"
29.0,Low,Emergency Fund,Young,Low,Unknown,Intermediate,Medium,76,Smart Vision Premium,0.35,-0.06,"Low, Emergency Fund, Young, Low, Unknown, Intermediate, Medium 0.35 -0.06"
47.0,Low,"Debt Freedom, Retirement",Middle-aged,Unknown,Unknown,Unknown,Unknown,70,Secure Guide,0.3,0.03,"Low, Debt Freedom, Retirement, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.3 0.03"
25.0,High,Emergency Fund,Young,Unknown,Unknown,Unknown,Unknown,75,Mastery,0.26,0.21,"High, Emergency Fund, Young, Unknown, Unknown, Unknown, Unknown 0.26 0.21"
46.0,High,"Retirement, Emergency Fund",Middle-aged,Unknown,Low,Unknown,Low,54,Thrive Solutions,0.11,0.05,"High, Retirement, Emergency Fund, Middle-aged, Unknown, Low, Unknown, Low 0.11 0.05"
38.0,High,Unknown,Middle-aged,Medium,High,Unknown,Unknown,39,Success Complete,-0.1,0.36,"High, Unknown, Middle-aged, Medium, High, Unknown, Unknown -0.1 0.36"
33.0,High,"Investment Growth, Retirement",Middle-aged,Medium,Unknown,Intermediate,Medium,60,Fiscal Roadmap Essential,0.1,0.04,"High, Investment Growth, Retirement, Middle-aged, Medium, Unknown, Intermediate, Medium 0.1 0.04"
53.0,Medium,Debt Freedom,Older,High,Medium,Intermediate,Low,78,Wealth Blueprint,0.32,-0.22,"Medium, Debt Freedom, Older, High, Medium, Intermediate, Low 0.32 -0.22"
38.0,Low,"Emergency Fund, Retirement",Middle-aged,High,Unknown,Intermediate,Low,38,Strategy,0.01,-0.02,"Low, Emergency Fund, Retirement, Middle-aged, High, Unknown, Intermediate, Low 0.01 -0.02"
42.0,High,Unknown,Middle-aged,High,Low,Intermediate,Unknown,19,Smart Planner,-0.39,0.54,"High, Unknown, Middle-aged, High, Low, Intermediate, Unknown -0.39 0.54"
30.0,High,"Retirement, Investment Growth",Young,Unknown,Unknown,Unknown,Unknown,8,Future Blueprint Advanced,-0.49,0.09,"High, Retirement, Investment Growth, Young, Unknown, Unknown, Unknown, Unknown -0.49 0.09"
28.0,Unknown,Investment Growth,Young,High,High,Intermediate,Low,97,Treasury Mastery,0.53,0.04,"Unknown, Investment Growth, Young, High, High, Intermediate, Low 0.53 0.04"
43.0,High,"Emergency Fund, Debt Freedom",Middle-aged,Medium,Low,Beginner,High,76,Smart Vision Premium,0.35,-0.06,"High, Emergency Fund, Debt Freedom, Middle-aged, Medium, Low, Beginner, High 0.35 -0.06"
40.0,Medium,"Emergency Fund, Retirement",Middle-aged,Low,Medium,Beginner,Medium,58,Freedom Advantage,-0.02,0.44,"Medium, Emergency Fund, Retirement, Middle-aged, Low, Medium, Beginner, Medium -0.02 0.44"
40.0,Medium,"Emergency Fund, Retirement",Middle-aged,Low,Medium,Beginner,Medium,95,Fortune Planner,0.48,-0.15,"Medium, Emergency Fund, Retirement, Middle-aged, Low, Medium, Beginner, Medium 0.48 -0.15"
51.0,High,Investment Growth,Older,High,Low,Intermediate,Unknown,9,Economic Success Prime,-0.43,-0.09,"High, Investment Growth, Older, High, Low, Intermediate, Unknown -0.43 -0.09"
34.0,High,Retirement,Middle-aged,Low,High,Beginner,Unknown,21,Economic Blueprint Supreme,-0.23,0.04,"High, Retirement, Middle-aged, Low, High, Beginner, Unknown -0.23 0.04"
25.0,Low,"Debt Freedom, Retirement",Young,High,Low,Intermediate,Medium,19,Smart Planner,-0.39,0.54,"Low, Debt Freedom, Retirement, Young, High, Low, Intermediate, Medium -0.39 0.54"
39.0,Unknown,"Retirement, Debt Freedom",Middle-aged,Unknown,Unknown,Intermediate,High,2,Smart Strategy Deluxe,-0.85,-0.18,"Unknown, Retirement, Debt Freedom, Middle-aged, Unknown, Unknown, Intermediate, High -0.85 -0.18"
39.0,Unknown,"Retirement, Debt Freedom",Middle-aged,Unknown,Unknown,Intermediate,High,8,Future Blueprint Advanced,-0.49,0.09,"Unknown, Retirement, Debt Freedom, Middle-aged, Unknown, Unknown, Intermediate, High -0.49 0.09"
54.0,High,"Debt Freedom, Emergency Fund",Older,Low,High,Beginner,Medium,92,Budget Foundation Pro,0.44,0.06,"High, Debt Freedom, Emergency Fund, Older, Low, High, Beginner, Medium 0.44 0.06"
46.0,High,"Retirement, Investment Growth",Middle-aged,High,High,Intermediate,Medium,93,Financial Builder,0.47,0.18,"High, Retirement, Investment Growth, Middle-aged, High, High, Intermediate, Medium 0.47 0.18"
33.0,Medium,Debt Freedom,Middle-aged,Unknown,Unknown,Beginner,Low,98,Money Blueprint Unlimited,0.48,-0.03,"Medium, Debt Freedom, Middle-aged, Unknown, Unknown, Beginner, Low 0.48 -0.03"
50.0,Medium,Debt Freedom,Older,Medium,Low,Beginner,Low,13,Roadmap,-0.43,-0.31,"Medium, Debt Freedom, Older, Medium, Low, Beginner, Low -0.43 -0.31"
49.0,Low,Debt Freedom,Older,Low,High,Beginner,High,67,Budget Success Premium,-0.09,-1.02,"Low, Debt Freedom, Older, Low, High, Beginner, High -0.09 -1.02"
47.0,Medium,Unknown,Middle-aged,Low,High,Intermediate,Low,11,Equity Method Platinum,-0.28,0.07,"Medium, Unknown, Middle-aged, Low, High, Intermediate, Low -0.28 0.07"
47.0,Medium,Debt Freedom,Middle-aged,Unknown,Unknown,Unknown,Unknown,12,Economic Solutions Total,-0.38,0.17,"Medium, Debt Freedom, Middle-aged, Unknown, Unknown, Unknown, Unknown -0.38 0.17"
55.0,Medium,Debt Freedom,Older,Unknown,High,Beginner,High,88,Secure Success Total,0.4,-0.09,"Medium, Debt Freedom, Older, Unknown, High, Beginner, High 0.4 -0.09"
51.0,Medium,"Debt Freedom, Investment Growth",Older,Unknown,High,Intermediate,Low,21,Economic Blueprint Supreme,-0.23,0.04,"Medium, Debt Freedom, Investment Growth, Older, Unknown, High, Intermediate, Low -0.23 0.04"
51.0,Medium,"Debt Freedom, Investment Growth",Older,Unknown,High,Intermediate,Low,22,Journey,-0.21,0.22,"Medium, Debt Freedom, Investment Growth, Older, Unknown, High, Intermediate, Low -0.21 0.22"
32.0,High,"Emergency Fund, Retirement",Young,High,Unknown,Beginner,Unknown,77,Academy,0.26,0.11,"High, Emergency Fund, Retirement, Young, High, Unknown, Beginner, Unknown 0.26 0.11"
52.0,Unknown,"Emergency Fund, Investment Growth",Older,Unknown,Unknown,Unknown,Unknown,95,Fortune Planner,0.48,-0.15,"Unknown, Emergency Fund, Investment Growth, Older, Unknown, Unknown, Unknown, Unknown 0.48 -0.15"
41.0,High,"Retirement, Debt Freedom",Middle-aged,Low,High,Beginner,High,53,Thrive Planner Total,0.11,0.14,"High, Retirement, Debt Freedom, Middle-aged, Low, High, Beginner, High 0.11 0.14"
48.0,Unknown,Retirement,Middle-aged,Medium,High,Beginner,Medium,33,Thrive Insights Deluxe,-0.27,-0.45,"Unknown, Retirement, Middle-aged, Medium, High, Beginner, Medium -0.27 -0.45"
48.0,Unknown,Retirement,Middle-aged,Medium,High,Beginner,Medium,3,Economic Guide Total,-0.61,-0.47,"Unknown, Retirement, Middle-aged, Medium, High, Beginner, Medium -0.61 -0.47"
48.0,Unknown,Retirement,Middle-aged,Medium,High,Beginner,Medium,24,Money Mastery Plus,-0.21,-0.01,"Unknown, Retirement, Middle-aged, Medium, High, Beginner, Medium -0.21 -0.01"
36.0,Medium,"Emergency Fund, Investment Growth",Middle-aged,Medium,Medium,Unknown,High,67,Budget Success Premium,-0.09,-1.02,"Medium, Emergency Fund, Investment Growth, Middle-aged, Medium, Medium, Unknown, High -0.09 -1.02"
44.0,Low,Unknown,Middle-aged,High,Medium,Beginner,Medium,76,Smart Vision Premium,0.35,-0.06,"Low, Unknown, Middle-aged, High, Medium, Beginner, Medium 0.35 -0.06"
51.0,Low,Debt Freedom,Older,Medium,Medium,Intermediate,High,55,Fiscal System Expert,0.1,0.23,"Low, Debt Freedom, Older, Medium, Medium, Intermediate, High 0.1 0.23"
43.0,Medium,"Retirement, Investment Growth",Middle-aged,Unknown,Unknown,Unknown,Unknown,56,Insights Select,0.02,-0.02,"Medium, Retirement, Investment Growth, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.02 -0.02"
32.0,Low,Retirement,Young,High,Low,Intermediate,High,78,Wealth Blueprint,0.32,-0.22,"Low, Retirement, Young, High, Low, Intermediate, High 0.32 -0.22"
32.0,Low,Retirement,Young,High,Low,Intermediate,High,34,Fortune Navigator Total,-0.12,0.29,"Low, Retirement, Young, High, Low, Intermediate, High -0.12 0.29"
32.0,Low,Retirement,Young,High,Low,Intermediate,High,39,Success Complete,-0.1,0.36,"Low, Retirement, Young, High, Low, Intermediate, High -0.1 0.36"
53.0,Medium,Investment Growth,Older,Unknown,Unknown,Unknown,Unknown,45,Capital System,-0.14,-0.15,"Medium, Investment Growth, Older, Unknown, Unknown, Unknown, Unknown -0.14 -0.15"
35.0,Unknown,Unknown,Middle-aged,Medium,Medium,Intermediate,Medium,2,Smart Strategy Deluxe,-0.85,-0.18,"Unknown, Unknown, Middle-aged, Medium, Medium, Intermediate, Medium -0.85 -0.18"
51.0,Medium,Emergency Fund,Older,Unknown,Unknown,Unknown,Unknown,13,Roadmap,-0.43,-0.31,"Medium, Emergency Fund, Older, Unknown, Unknown, Unknown, Unknown -0.43 -0.31"
34.0,Medium,Unknown,Middle-aged,Medium,High,Intermediate,Unknown,51,Money Builder Deluxe,0.07,0.07,"Medium, Unknown, Middle-aged, Medium, High, Intermediate, Unknown 0.07 0.07"
28.0,Medium,Retirement,Young,Low,Unknown,Intermediate,Medium,98,Money Blueprint Unlimited,0.48,-0.03,"Medium, Retirement, Young, Low, Unknown, Intermediate, Medium 0.48 -0.03"
28.0,Medium,Retirement,Young,Low,Unknown,Intermediate,Medium,42,Dollar Mastery Select,-0.05,0.02,"Medium, Retirement, Young, Low, Unknown, Intermediate, Medium -0.05 0.02"
40.0,Medium,"Investment Growth, Emergency Fund",Middle-aged,Low,Medium,Beginner,Medium,41,Wealth Solutions Ultra,-0.07,0.16,"Medium, Investment Growth, Emergency Fund, Middle-aged, Low, Medium, Beginner, Medium -0.07 0.16"
41.0,Low,Retirement,Middle-aged,Unknown,Unknown,Unknown,Unknown,78,Wealth Blueprint,0.32,-0.22,"Low, Retirement, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.32 -0.22"
52.0,Medium,"Emergency Fund, Investment Growth",Older,Unknown,Low,Intermediate,High,69,Advantage Pro,0.18,-0.14,"Medium, Emergency Fund, Investment Growth, Older, Unknown, Low, Intermediate, High 0.18 -0.14"
52.0,Medium,"Emergency Fund, Debt Freedom",Older,High,High,Beginner,Medium,32,Financial Advantage,-0.12,-0.04,"Medium, Emergency Fund, Debt Freedom, Older, High, High, Beginner, Medium -0.12 -0.04"
29.0,Low,Emergency Fund,Young,Unknown,Unknown,Unknown,Unknown,94,Equity Mastery Total,0.41,-0.82,"Low, Emergency Fund, Young, Unknown, Unknown, Unknown, Unknown 0.41 -0.82"
29.0,Low,Emergency Fund,Young,Unknown,Unknown,Unknown,Unknown,63,Budget Academy,0.1,0.11,"Low, Emergency Fund, Young, Unknown, Unknown, Unknown, Unknown 0.1 0.11"
39.0,High,Unknown,Middle-aged,Medium,Medium,Intermediate,High,15,Path,-0.31,0.02,"High, Unknown, Middle-aged, Medium, Medium, Intermediate, High -0.31 0.02"
47.0,High,Investment Growth,Middle-aged,Unknown,Unknown,Unknown,Unknown,24,Money Mastery Plus,-0.21,-0.01,"High, Investment Growth, Middle-aged, Unknown, Unknown, Unknown, Unknown -0.21 -0.01"
47.0,High,Investment Growth,Middle-aged,Unknown,Unknown,Unknown,Unknown,91,Future Blueprint Unlimited,0.38,0.11,"High, Investment Growth, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.38 0.11"
47.0,High,Investment Growth,Middle-aged,Unknown,Unknown,Unknown,Unknown,65,Foundation Essential,0.16,-0.14,"High, Investment Growth, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.16 -0.14"
47.0,High,Investment Growth,Middle-aged,Unknown,Unknown,Unknown,Unknown,68,Economic Academy Advanced,0.3,0.06,"High, Investment Growth, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.3 0.06"
54.0,High,Emergency Fund,Older,Unknown,High,Intermediate,Medium,92,Budget Foundation Pro,0.44,0.06,"High, Emergency Fund, Older, Unknown, High, Intermediate, Medium 0.44 0.06"
48.0,Low,Emergency Fund,Middle-aged,Unknown,Medium,Intermediate,Medium,60,Fiscal Roadmap Essential,0.1,0.04,"Low, Emergency Fund, Middle-aged, Unknown, Medium, Intermediate, Medium 0.1 0.04"
48.0,Low,Emergency Fund,Middle-aged,Unknown,Medium,Intermediate,Medium,46,Fortune Planner Unlimited,-0.13,0.48,"Low, Emergency Fund, Middle-aged, Unknown, Medium, Intermediate, Medium -0.13 0.48"
38.0,Medium,"Emergency Fund, Investment Growth",Middle-aged,Unknown,Unknown,Unknown,Unknown,31,Smart Navigator Gold,-0.17,0.11,"Medium, Emergency Fund, Investment Growth, Middle-aged, Unknown, Unknown, Unknown, Unknown -0.17 0.11"
36.0,Low,"Investment Growth, Emergency Fund",Middle-aged,Medium,Medium,Intermediate,Low,44,Budget Solutions Master,0.06,0.11,"Low, Investment Growth, Emergency Fund, Middle-aged, Medium, Medium, Intermediate, Low 0.06 0.11"
50.0,Low,Retirement,Older,Low,Medium,Intermediate,High,64,Savvy Vision,0.21,0.24,"Low, Retirement, Older, Low, Medium, Intermediate, High 0.21 0.24"
42.0,High,Emergency Fund,Middle-aged,Unknown,Low,Unknown,Medium,16,Freedom Blueprint360,-0.37,0.17,"High, Emergency Fund, Middle-aged, Unknown, Low, Unknown, Medium -0.37 0.17"
